"UBS.Group.AG","EMPUKQ","GBMT10UK","NGDPMPUKQ","RGDPMRPUKQ","SPPUKQ","eurogdppercapita","euroLabourproductivity","euryield","euroCreditGDP","CPIUK","Eurooutputgap","UnemplymentEURO","GBPUSDFX","Bankconc","longterminterest","UKhouseindex","depositrate","marginallending","refinacning.rate","Europe.and.UK.Commercial.Banking","Europe.and.UK.Retail.Banking"
0.353805238028787,0.31941818676539,0.44310691456558,0.317640081807898,-0.030346618207304,0.180748484433057,0.46366958287105,0.265949756826743,0.22843007527964,0.325744317594086,0.277670377330279,0.0331213828457696,0.114520417875493,0.000279382790255411,-0.0179612635975894,0.307208506805359,0.319499768639062,0.0296804473045753,0.163198761374728,0.101061524733291,-0.0100795669810294,0.221753674078151
